Name,Type,Total,Electricity,Kerosene,Solar,OtherOil,Other,None
District - Allahabad,Rural," 	696,236 "," 	212,004 "," 	476,330 "," 	3,015 "," 	1,990 "," 	1,426 "," 	1,471 "
District - Allahabad,Urban," 	202,317 "," 	179,538 "," 	21,231 ", 	445 , 	235 , 	379 , 	489 
District - Bara Banki,Total," 	567,717 "," 	108,116 "," 	451,785 "," 	5,045 "," 	1,477 ", 	751 , 	543 
District - Bara Banki,Rural," 	514,291 "," 	74,096 "," 	432,784 "," 	4,923 "," 	1,381 ", 	666 , 	441 
District - Bara Banki,Urban," 	53,426 "," 	34,020 "," 	19,001 ", 	122 , 	96 , 	85 , 	102 
District - Faizabad,Total," 	417,829 "," 	127,754 "," 	286,292 "," 	1,552 ", 	982 , 	499 , 	750 
District - Faizabad,Rural," 	362,059 "," 	82,736 "," 	276,241 "," 	1,442 ", 	867 , 	392 , 	381 
District - Faizabad,Urban," 	55,770 "," 	45,018 "," 	10,051 ", 	110 , 	115 , 	107 , 	369 
District - Ambedkar Nagar,Total," 	364,457 "," 	99,581 "," 	261,857 "," 	1,030 "," 	1,128 ", 	487 , 	374 
District - Ambedkar Nagar,Rural," 	321,866 "," 	73,049 "," 	246,285 ", 	950 ," 	1,003 ", 	340 , 	239 
District - Ambedkar Nagar,Urban," 	42,591 "," 	26,532 "," 	15,572 ", 	80 , 	125 , 	147 , 	135 
District - Sultanpur,Total," 	627,925 "," 	233,701 "," 	389,283 "," 	2,131 "," 	1,379 ", 	789 , 	642 
District - Sultanpur,Rural," 	595,287 "," 	206,257 "," 	384,427 "," 	2,062 "," 	1,305 ", 	641 , 	595 
District - Sultanpur,Urban," 	32,638 "," 	27,444 "," 	4,856 ", 	69 , 	74 , 	148 , 	47 
District - Bahraich,Total," 	595,178 "," 	85,814 "," 	503,240 "," 	2,824 "," 	1,396 ", 	961 , 	943 
District - Bahraich,Rural," 	549,894 "," 	54,022 "," 	490,215 "," 	2,790 "," 	1,274 ", 	837 , 	756 
District - Bahraich,Urban," 	45,284 "," 	31,792 "," 	13,025 ", 	34 , 	122 , 	124 , 	187 
District - Shrawasti,Total," 	186,276 "," 	20,419 "," 	163,725 "," 	1,125 ", 	645 , 	215 , 	147 
District - Shrawasti,Rural," 	180,317 "," 	17,119 "," 	161,131 "," 	1,098 ", 	638 , 	203 , 	128 
District - Shrawasti,Urban," 	5,959 "," 	3,300 "," 	2,594 ", 	27 , 	7 , 	12 , 	19 
District - Balrampur,Total," 	320,991 "," 	57,400 "," 	261,437 "," 	1,097 ", 	295 , 	419 , 	343 
District - Balrampur,Rural," 	296,167 "," 	38,986 "," 	255,309 "," 	1,051 ", 	218 , 	386 , 	217 
District - Balrampur,Urban," 	24,824 "," 	18,414 "," 	6,128 ", 	46 , 	77 , 	33 , 	126 
District - Gonda,Total," 	535,561 "," 	104,084 "," 	427,333 "," 	1,714 ", 	906 , 	751 , 	773 
District - Gonda,Rural," 	500,060 "," 	75,366 "," 	420,958 "," 	1,675 ", 	786 , 	673 , 	602 
District - Gonda,Urban," 	35,501 "," 	28,718 "," 	6,375 ", 	39 , 	120 , 	78 , 	171 
District - Siddharth Nagar,Total," 	376,477 "," 	93,088 "," 	279,902 "," 	1,482 "," 	1,026 ", 	513 , 	466 
District - Siddharth Nagar,Rural," 	352,651 "," 	78,287 "," 	271,094 "," 	1,418 ", 	968 , 	471 , 	413 
District - Siddharth Nagar,Urban," 	23,826 "," 	14,801 "," 	8,808 ", 	64 , 	58 , 	42 , 	53 
District - Basti,Total," 	379,790 "," 	108,101 "," 	268,196 "," 	1,325 "," 	1,015 ", 	814 , 	339 
District - Basti,Rural," 	358,566 "," 	90,949 "," 	264,604 "," 	1,290 ", 	955 , 	486 , 	282 
District - Basti,Urban," 	21,224 "," 	17,152 "," 	3,592 ", 	35 , 	60 , 	328 , 	57 
District - Sant Kabir Nagar,Total," 	258,040 "," 	79,525 "," 	176,237 ", 	784 , 	697 , 	455 , 	342 
District - Sant Kabir Nagar,Rural," 	239,614 "," 	67,005 "," 	170,504 ", 	762 , 	620 , 	435 , 	288 
District - Sant Kabir Nagar,Urban," 	18,426 "," 	12,520 "," 	5,733 ", 	22 , 	77 , 	20 , 	54 
District - Maharajganj,Total," 	421,701 "," 	91,844 "," 	324,976 "," 	2,768 "," 	1,274 ", 	489 , 	350 
District - Maharajganj,Rural," 	400,326 "," 	77,596 "," 	318,093 "," 	2,754 "," 	1,169 ", 	380 , 	334 
District - Maharajganj,Urban," 	21,375 "," 	14,248 "," 	6,883 ", 	14 , 	105 , 	109 , 	16 
District - Gorakhpur,Total," 	695,366 "," 	296,619 "," 	392,643 "," 	1,951 "," 	1,708 "," 	1,169 "," 	1,276 "
District - Gorakhpur,Rural," 	559,062 "," 	177,805 "," 	376,445 "," 	1,649 "," 	1,361 ", 	986 , 	816 
District - Gorakhpur,Urban," 	136,304 "," 	118,814 "," 	16,198 ", 	302 , 	347 , 	183 , 	460 
District - Kushinagar,Total," 	558,626 "," 	127,331 "," 	426,307 "," 	1,934 "," 	1,794 ", 	824 , 	436 
District - Kushinagar,Rural," 	531,928 "," 	110,033 "," 	417,106 "," 	1,911 "," 	1,689 ", 	803 , 	386 
District - Kushinagar,Urban," 	26,698 "," 	17,298 "," 	9,201 ", 	23 , 	105 , 	21 , 	50 
District - Deoria,Total," 	472,564 "," 	150,001 "," 	318,505 "," 	1,421 "," 	1,010 ", 	664 , 	963 
District - Deoria,Rural," 	426,692 "," 	118,573 "," 	304,501 "," 	1,351 ", 	899 , 	603 , 	765 
District - Deoria,Urban," 	45,872 "," 	31,428 "," 	14,004 ", 	70 , 	111 , 	61 , 	198 
District - Azamgarh,Total," 	659,930 "," 	183,381 "," 	471,056 "," 	1,960 "," 	1,295 "," 	1,403 ", 	835 
District - Azamgarh,Rural," 	608,684 "," 	146,535 "," 	457,214 "," 	1,831 "," 	1,151 "," 	1,231 ", 	722 
District - Azamgarh,Urban," 	51,246 "," 	36,846 "," 	13,842 ", 	129 , 	144 , 	172 , 	113 
District - Mau,Total," 	320,833 "," 	149,908 "," 	167,111 "," 	1,264 ", 	873 , 	875 , 	802 
District - Mau,Rural," 	252,219 "," 	94,527 "," 	154,689 "," 	1,208 ", 	650 , 	618 , 	527 
District - Mau,Urban," 	68,614 "," 	55,381 "," 	12,422 ", 	56 , 	223 , 	257 , 	275 
District - Ballia,Total," 	482,440 "," 	119,972 "," 	356,085 "," 	3,069 "," 	1,470 "," 	1,107 ", 	737 
District - Ballia,Rural," 	437,289 "," 	91,488 "," 	339,907 "," 	3,000 "," 	1,375 ", 	857 , 	662 
District - Ballia,Urban," 	45,151 "," 	28,484 "," 	16,178 ", 	69 , 	95 , 	250 , 	75 
District - Jaunpur,Total," 	666,988 "," 	181,467 "," 	477,884 "," 	3,744 "," 	1,819 "," 	1,199 ", 	875 
District - Jaunpur,Rural," 	615,793 "," 	140,191 "," 	468,644 "," 	3,517 "," 	1,712 "," 	1,032 ", 	697 
District - Jaunpur,Urban," 	51,195 "," 	41,276 "," 	9,240 ", 	227 , 	107 , 	167 , 	178 
District - Ghazipur,Total," 	524,961 "," 	105,767 "," 	413,417 "," 	2,714 "," 	1,226 ", 	871 , 	966 
District - Ghazipur,Rural," 	485,939 "," 	77,720 "," 	403,029 "," 	2,625 "," 	1,032 ", 	755 , 	778 
District - Ghazipur,Urban," 	39,022 "," 	28,047 "," 	10,388 ", 	89 , 	194 , 	116 , 	188 
District - Chandauli,Total," 	294,718 "," 	99,602 "," 	191,560 "," 	1,370 ", 	934 , 	924 , 	328 
District - Chandauli,Rural," 	256,548 "," 	71,113 "," 	182,526 "," 	1,230 ", 	736 , 	744 , 	199 
District - Chandauli,Urban," 	38,170 "," 	28,489 "," 	9,034 ", 	140 , 	198 , 	180 , 	129 
District - Varanasi,Total," 	541,704 "," 	336,056 "," 	200,330 "," 	2,299 "," 	1,064 ", 	819 ," 	1,136 "
District - Varanasi,Rural," 	301,485 "," 	119,576 "," 	178,690 "," 	1,420 ", 	727 , 	468 , 	604 
District - Varanasi,Urban," 	240,219 "," 	216,480 "," 	21,640 ", 	879 , 	337 , 	351 , 	532 
District - Sant Ravi Das Nagar(bhadohi),Total," 	219,685 "," 	83,220 "," 	133,497 ", 	940 , 	823 , 	378 , 	827 
District - Sant Ravi Das Nagar(bhadohi),Rural," 	187,958 "," 	60,399 "," 	124,959 ", 	876 , 	720 , 	320 , 	684 
District - Sant Ravi Das Nagar(bhadohi),Urban," 	31,727 "," 	22,821 "," 	8,538 ", 	64 , 	103 , 	58 , 	143 
District - Mirzapur,Total," 	390,819 "," 	145,997 "," 	240,542 "," 	2,302 ", 	647 , 	752 , 	579 
District - Mirzapur,Rural," 	335,481 "," 	103,035 "," 	228,856 "," 	2,123 ", 	555 , 	573 , 	339 
District - Mirzapur,Urban," 	55,338 "," 	42,962 "," 	11,686 ", 	179 , 	92 , 	179 , 	240 
District - Sonbhadra,Total," 	326,918 "," 	95,582 "," 	223,195 "," 	6,735 ", 	461 , 	369 , 	576 
District - Sonbhadra,Rural," 	267,308 "," 	45,919 "," 	213,848 "," 	6,571 ", 	348 , 	301 , 	321 
District - Sonbhadra,Urban," 	59,610 "," 	49,663 "," 	9,347 ", 	164 , 	113 , 	68 , 	255 
District - Etah,Total," 	290,474 "," 	69,591 "," 	215,613 "," 	1,323 "," 	1,812 "," 	1,155 ", 	980 
District - Etah,Rural," 	245,668 "," 	34,418 "," 	206,868 "," 	1,256 "," 	1,752 ", 	826 , 	548 
District - Etah,Urban," 	44,806 "," 	35,173 "," 	8,745 ", 	67 , 	60 , 	329 , 	432 
District - Kansiram Nagar,Total," 	236,496 "," 	50,405 "," 	183,084 ", 	869 ," 	1,036 ", 	640 , 	462 
District - Kansiram Nagar,Rural," 	190,576 "," 	21,041 "," 	167,256 ", 	804 , 	875 , 	319 , 	281 
District - Kansiram Nagar,Urban," 	45,920 "," 	29,364 "," 	15,828 ", 	65 , 	161 , 	321 , 	181 
STATE - UTTARAKHAND,Total," 	1,997,068 "," 	1,738,175 "," 	221,206 "," 	24,267 "," 	3,158 "," 	3,880 "," 	6,382 "
STATE - UTTARAKHAND,Rural," 	1,404,845 "," 	1,166,756 "," 	204,149 "," 	23,789 "," 	2,691 "," 	2,750 "," 	4,710 "
STATE - UTTARAKHAND,Urban," 	592,223 "," 	571,419 "," 	17,057 ", 	478 , 	467 ," 	1,130 "," 	1,672 "
District - Uttarkashi,Total," 	66,558 "," 	52,621 "," 	11,848 "," 	1,691 ", 	134 , 	103 , 	161 
District - Uttarkashi,Rural," 	61,149 "," 	47,319 "," 	11,758 "," 	1,688 ", 	129 , 	102 , 	153 
District - Uttarkashi,Urban," 	5,409 "," 	5,302 ", 	90 , 	3 , 	5 , 	1 , 	8 
District - Chamoli,Total," 	85,765 "," 	71,524 "," 	9,396 "," 	4,145 ", 	192 , 	201 , 	307 
District - Chamoli,Rural," 	72,744 "," 	58,791 "," 	9,142 "," 	4,138 ", 	168 , 	201 , 	304 
District - Chamoli,Urban," 	13,021 "," 	12,733 ", 	254 , 	7 , 	24 , 	-00 , 	3 
District - Rudraprayag,Total," 	53,492 "," 	49,182 "," 	3,811 ", 	278 , 	47 , 	18 , 	156 
District - Rudraprayag,Rural," 	51,064 "," 	46,794 "," 	3,774 ", 	278 , 	46 , 	17 , 	155 
District - Rudraprayag,Urban," 	2,428 "," 	2,388 ", 	37 , 	-00 , 	1 , 	1 , 	1 
District - Tehri Garhwal,Total," 	133,494 "," 	117,239 "," 	12,552 "," 	2,995 ", 	210 , 	104 , 	394 
District - Tehri Garhwal,Rural," 	116,988 "," 	100,992 "," 	12,329 "," 	2,989 ", 	201 , 	91 , 	386 
District - Tehri Garhwal,Urban," 	16,506 "," 	16,247 ", 	223 , 	6 , 	9 , 	13 , 	8 
District - Dehradun,Total," 	322,700 "," 	310,726 "," 	10,036 ", 	349 , 	330 , 	628 , 	631 
District - Dehradun,Rural," 	137,051 "," 	129,466 "," 	6,410 ", 	292 , 	195 , 	379 , 	309 
District - Dehradun,Urban," 	185,649 "," 	181,260 "," 	3,626 ", 	57 , 	135 , 	249 , 	322 
District - Garhwal,Total," 	161,688 "," 	143,963 "," 	14,695 "," 	2,249 ", 	238 , 	91 , 	452 
District - Garhwal,Rural," 	137,102 "," 	119,829 "," 	14,331 "," 	2,212 ", 	234 , 	85 , 	411 
District - Garhwal,Urban," 	24,586 "," 	24,134 ", 	364 , 	37 , 	4 , 	6 , 	41 
District - Pithoragarh,Total," 	111,542 "," 	95,421 "," 	12,957 "," 	2,781 ", 	109 , 	87 , 	187 
District - Pithoragarh,Rural," 	95,130 "," 	79,202 "," 	12,802 "," 	2,770 ", 	101 , 	77 , 	178 
District - Pithoragarh,Urban," 	16,412 "," 	16,219 ", 	155 , 	11 , 	8 , 	10 , 	9 
District - Bageshwar,Total," 	57,712 "," 	47,083 "," 	9,062 "," 	1,028 ", 	149 , 	110 , 	280 
District - Bageshwar,Rural," 	55,748 "," 	45,172 "," 	9,020 "," 	1,027 ", 	145 , 	110 , 	274 
District - Bageshwar,Urban," 	1,964 "," 	1,911 ", 	42 , 	1 , 	4 , 	-00 , 	6 
District - Almora,Total," 	139,257 "," 	109,876 "," 	25,175 "," 	3,545 ", 	263 , 	64 , 	334 
District - Almora,Rural," 	126,476 "," 	97,337 "," 	24,978 "," 	3,536 ", 	249 , 	59 , 	317 
District - Almora,Urban," 	12,781 "," 	12,539 ", 	197 , 	9 , 	14 , 	5 , 	17 
District - Champawat,Total," 	52,356 "," 	37,725 "," 	11,948 "," 	2,293 ", 	108 , 	94 , 	188 
District - Champawat,Rural," 	44,386 "," 	30,333 "," 	11,460 "," 	2,286 ", 	84 , 	80 , 	143 
District - Champawat,Urban," 	7,970 "," 	7,392 ", 	488 , 	7 , 	24 , 	14 , 	45 
District - Nainital,Total," 	187,108 "," 	169,001 "," 	15,242 "," 	1,827 ", 	265 , 	220 , 	553 
District - Nainital,Rural," 	112,670 "," 	96,746 "," 	13,409 "," 	1,801 ", 	192 , 	115 , 	407 
District - Nainital,Urban," 	74,438 "," 	72,255 "," 	1,833 ", 	26 , 	73 , 	105 , 	146 
District - Udham Singh Nagar,Total," 	300,052 "," 	254,802 "," 	41,967 ", 	648 , 	487 , 	666 ," 	1,482 "
District - Udham Singh Nagar,Rural," 	194,695 "," 	156,658 "," 	36,023 ", 	397 , 	393 , 	330 , 	894 
District - Udham Singh Nagar,Urban," 	105,357 "," 	98,144 "," 	5,944 ", 	251 , 	94 , 	336 , 	588 
District - Hardwar,Total," 	325,344 "," 	279,012 "," 	42,517 ", 	438 , 	626 ," 	1,494 "," 	1,257 "
District - Hardwar,Rural," 	199,642 "," 	158,117 "," 	38,713 ", 	375 , 	554 ," 	1,104 ", 	779 
District - Hardwar,Urban," 	125,702 "," 	120,895 "," 	3,804 ", 	63 , 	72 , 	390 , 	478 
STATE - WEST BENGAL,Total," 	20,067,299 "," 	10,935,123 "," 	8,735,299 "," 	238,571 "," 	42,440 "," 	18,305 "," 	97,561 "
STATE - WEST BENGAL,Rural," 	13,717,186 "," 	5,529,496 "," 	7,927,731 "," 	160,497 "," 	29,974 "," 	10,168 "," 	59,320 "
STATE - WEST BENGAL,Urban," 	6,350,113 "," 	5,405,627 "," 	807,568 "," 	78,074 "," 	12,466 "," 	8,137 "," 	38,241 "
District - Darjiling,Total," 	382,289 "," 	297,176 "," 	77,085 "," 	3,383 ", 	775 , 	226 ," 	3,644 "
District - Darjiling,Rural," 	234,411 "," 	162,970 "," 	66,664 "," 	1,274 ", 	561 , 	137 ," 	2,805 "
District - Darjiling,Urban," 	147,878 "," 	134,206 "," 	10,421 "," 	2,109 ", 	214 , 	89 , 	839 
District - Jalpaiguri,Total," 	861,401 "," 	382,500 "," 	467,318 "," 	6,055 "," 	1,656 ", 	360 ," 	3,512 "
District - Jalpaiguri,Rural," 	620,432 "," 	203,636 "," 	409,179 "," 	3,780 "," 	1,215 ", 	223 ," 	2,399 "
District - Jalpaiguri,Urban," 	240,969 "," 	178,864 "," 	58,139 "," 	2,275 ", 	441 , 	137 ," 	1,113 "
District - Koch Bihar,Total," 	673,931 "," 	186,195 "," 	479,677 "," 	4,809 "," 	1,582 ", 	242 ," 	1,426 "
District - Koch Bihar,Rural," 	604,602 "," 	129,045 "," 	468,687 "," 	4,316 "," 	1,327 ", 	170 ," 	1,057 "
District - Koch Bihar,Urban," 	69,329 "," 	57,150 "," 	10,990 ", 	493 , 	255 , 	72 , 	369 
District - Uttar Dinajpur,Total," 	598,172 "," 	199,307 "," 	391,814 "," 	3,690 "," 	1,546 ", 	500 ," 	1,315 "
District - Uttar Dinajpur,Rural," 	529,416 "," 	147,941 "," 	375,583 "," 	3,232 "," 	1,303 ", 	442 , 	915 
District - Uttar Dinajpur,Urban," 	68,756 "," 	51,366 "," 	16,231 ", 	458 , 	243 , 	58 , 	400 
District - Dakshin Dinajpur,Total," 	396,221 "," 	168,069 "," 	221,715 "," 	3,492 ", 	916 , 	144 ," 	1,885 "
District - Dakshin Dinajpur,Rural," 	338,680 "," 	121,365 "," 	212,262 "," 	2,682 ", 	708 , 	124 ," 	1,539 "
District - Dakshin Dinajpur,Urban," 	57,541 "," 	46,704 "," 	9,453 ", 	810 , 	208 , 	20 , 	346 
District - Maldah,Total," 	838,938 "," 	297,716 "," 	525,247 "," 	7,229 "," 	3,070 ", 	622 ," 	5,054 "
District - Maldah,Rural," 	729,770 "," 	218,159 "," 	499,071 "," 	5,752 "," 	2,492 ", 	549 ," 	3,747 "
District - Maldah,Urban," 	109,168 "," 	79,557 "," 	26,176 "," 	1,477 ", 	578 , 	73 ," 	1,307 "
District - Murshidabad,Total," 	1,561,892 "," 	541,169 "," 	998,296 "," 	10,511 "," 	2,852 "," 	1,617 "," 	7,447 "
District - Murshidabad,Rural," 	1,282,692 "," 	375,096 "," 	890,739 "," 	8,179 "," 	2,168 ", 	879 ," 	5,631 "
District - Murshidabad,Urban," 	279,200 "," 	166,073 "," 	107,557 "," 	2,332 ", 	684 , 	738 ," 	1,816 "
District - Birbhum,Total," 	812,954 "," 	333,752 "," 	466,425 "," 	5,762 "," 	1,860 ", 	672 ," 	4,483 "
District - Birbhum,Rural," 	711,236 "," 	260,403 "," 	439,936 "," 	5,073 "," 	1,589 ", 	531 ," 	3,704 "
District - Birbhum,Urban," 	101,718 "," 	73,349 "," 	26,489 ", 	689 , 	271 , 	141 , 	779 
District - Barddhaman,Total," 	1,705,506 "," 	1,049,943 "," 	619,383 "," 	16,891 "," 	4,992 "," 	2,659 "," 	11,638 "
District - Barddhaman,Rural," 	1,064,226 "," 	519,670 "," 	525,091 "," 	9,428 "," 	3,564 ", 	983 ," 	5,490 "
District - Barddhaman,Urban," 	641,280 "," 	530,273 "," 	94,292 "," 	7,463 "," 	1,428 "," 	1,676 "," 	6,148 "
District - Nadia,Total," 	1,231,856 "," 	623,729 "," 	589,299 "," 	8,636 "," 	2,952 "," 	1,016 "," 	6,224 "
District - Nadia,Rural," 	879,934 "," 	342,187 "," 	525,371 "," 	5,912 "," 	1,888 ", 	703 ," 	3,873 "
District - Nadia,Urban," 	351,922 "," 	281,542 "," 	63,928 "," 	2,724 "," 	1,064 ", 	313 ," 	2,351 "
District - North 24 Parganas,Total," 	2,283,567 "," 	1,608,749 "," 	625,735 "," 	30,587 "," 	4,506 "," 	2,633 "," 	11,357 "
District - North 24 Parganas,Rural," 	988,219 "," 	431,034 "," 	535,214 "," 	13,650 "," 	2,357 "," 	1,009 "," 	4,955 "
District - North 24 Parganas,Urban," 	1,295,348 "," 	1,177,715 "," 	90,521 "," 	16,937 "," 	2,149 "," 	1,624 "," 	6,402 "
District - Hugli,Total," 	1,269,438 "," 	965,258 "," 	278,072 "," 	13,115 "," 	2,573 "," 	1,846 "," 	8,574 "
District - Hugli,Rural," 	777,386 "," 	519,678 "," 	242,398 "," 	7,381 "," 	1,666 "," 	1,176 "," 	5,087 "
District - Hugli,Urban," 	492,052 "," 	445,580 "," 	35,674 "," 	5,734 ", 	907 , 	670 ," 	3,487 "
District - Bankura,Total," 	756,438 "," 	334,670 "," 	410,293 "," 	5,641 "," 	1,900 ", 	431 ," 	3,503 "
District - Bankura,Rural," 	691,417 "," 	283,726 "," 	397,237 "," 	5,260 "," 	1,730 ", 	402 ," 	3,062 "
District - Bankura,Urban," 	65,021 "," 	50,944 "," 	13,056 ", 	381 , 	170 , 	29 , 	441 
District - Puruliya,Total," 	569,254 "," 	189,889 "," 	370,122 "," 	5,080 "," 	1,427 ", 	295 ," 	2,441 "
District - Puruliya,Rural," 	496,403 "," 	140,851 "," 	348,217 "," 	4,318 "," 	1,018 ", 	241 ," 	1,758 "
District - Puruliya,Urban," 	72,851 "," 	49,038 "," 	21,905 ", 	762 , 	409 , 	54 , 	683 
District - Haora,Total," 	1,029,114 "," 	796,953 "," 	208,283 "," 	13,875 "," 	1,638 ", 	774 ," 	7,591 "
District - Haora,Rural," 	388,459 "," 	240,924 "," 	140,976 "," 	3,253 ", 	853 , 	204 ," 	2,249 "
District - Haora,Urban," 	640,655 "," 	556,029 "," 	67,307 "," 	10,622 ", 	785 , 	570 ," 	5,342 "
District - Kolkata,Total," 	964,183 "," 	927,602 "," 	17,413 "," 	15,471 ", 	610 ," 	1,087 "," 	2,000 "
District - Kolkata,Rural, 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
District - Kolkata,Urban," 	964,183 "," 	927,602 "," 	17,413 "," 	15,471 ", 	610 ," 	1,087 "," 	2,000 "
District - South 24 Parganas,Total," 	1,770,331 "," 	837,874 "," 	861,949 "," 	58,383 "," 	3,117 "," 	1,469 "," 	7,539 "
District - South 24 Parganas,Rural," 	1,291,490 "," 	451,540 "," 	777,857 "," 	53,873 "," 	2,050 "," 	1,117 "," 	5,053 "
District - South 24 Parganas,Urban," 	478,841 "," 	386,334 "," 	84,092 "," 	4,510 "," 	1,067 ", 	352 ," 	2,486 "
District - Pashchim Medinipur,Total," 	1,262,269 "," 	663,811 "," 	576,250 "," 	14,373 "," 	2,596 ", 	491 ," 	4,748 "
District - Pashchim Medinipur,Rural," 	1,109,569 "," 	542,598 "," 	548,438 "," 	12,718 "," 	2,151 ", 	274 ," 	3,390 "
District - Pashchim Medinipur,Urban," 	152,700 "," 	121,213 "," 	27,812 "," 	1,655 ", 	445 , 	217 ," 	1,358 "
District - Purba Medinipur,Total," 	1,099,545 "," 	530,761 "," 	550,923 "," 	11,588 "," 	1,872 "," 	1,221 "," 	3,180 "
District - Purba Medinipur,Rural," 	978,844 "," 	438,673 "," 	524,811 "," 	10,416 "," 	1,334 "," 	1,004 "," 	2,606 "
District - Purba Medinipur,Urban," 	120,701 "," 	92,088 "," 	26,112 "," 	1,172 ", 	538 , 	217 , 	574 
STATE - CHATTISGARH,Total," 	5,622,850 "," 	4,231,941 "," 	1,306,320 "," 	49,798 "," 	10,463 "," 	7,690 "," 	16,638 "
STATE - CHATTISGARH,Rural," 	4,384,112 "," 	3,070,879 "," 	1,235,592 "," 	48,935 "," 	8,554 "," 	6,499 "," 	13,653 "
STATE - CHATTISGARH,Urban," 	1,238,738 "," 	1,161,062 "," 	70,728 ", 	863 ," 	1,909 "," 	1,191 "," 	2,985 "
District - Koriya,Total," 	152,075 "," 	80,023 "," 	66,308 "," 	5,161 ", 	165 , 	81 , 	337 
District - Koriya,Rural," 	107,424 "," 	38,824 "," 	63,067 "," 	5,051 ", 	129 , 	67 , 	286 
District - Koriya,Urban," 	44,651 "," 	41,199 "," 	3,241 ", 	110 , 	36 , 	14 , 	51 
District - Surguja,Total," 	520,566 "," 	253,131 "," 	261,064 "," 	3,078 ", 	988 , 	737 ," 	1,568 "
District - Surguja,Rural," 	472,991 "," 	209,404 "," 	257,456 "," 	3,047 ", 	906 , 	721 ," 	1,457 "
District - Surguja,Urban," 	47,575 "," 	43,727 "," 	3,608 ", 	31 , 	82 , 	16 , 	111 
District - Jashpur,Total," 	190,527 "," 	76,783 "," 	105,972 "," 	7,145 ", 	247 , 	152 , 	228 
District - Jashpur,Rural," 	175,008 "," 	63,589 "," 	103,729 "," 	7,135 ", 	205 , 	145 , 	205 
District - Jashpur,Urban," 	15,519 "," 	13,194 "," 	2,243 ", 	10 , 	42 , 	7 , 	23 
District - Raigarh,Total," 	361,664 "," 	297,308 "," 	62,804 ", 	422 , 	406 , 	213 , 	511 
District - Raigarh,Rural," 	309,691 "," 	247,641 "," 	60,730 ", 	368 , 	364 , 	143 , 	445 
District - Raigarh,Urban," 	51,973 "," 	49,667 "," 	2,074 ", 	54 , 	42 , 	70 , 	66 
District - Korba,Total," 	277,071 "," 	202,380 "," 	65,460 "," 	7,761 ", 	571 , 	260 , 	639 
District - Korba,Rural," 	180,798 "," 	113,166 "," 	58,813 "," 	7,697 ", 	354 , 	217 , 	551 
District - Korba,Urban," 	96,273 "," 	89,214 "," 	6,647 ", 	64 , 	217 , 	43 , 	88 
District - Janjgir-champa,Total," 	377,496 "," 	339,090 "," 	36,188 ", 	480 , 	431 , 	207 ," 	1,100 "
District - Janjgir-champa,Rural," 	330,103 "," 	294,265 "," 	33,823 ", 	461 , 	368 , 	188 , 	998 
District - Janjgir-champa,Urban," 	47,393 "," 	44,825 "," 	2,365 ", 	19 , 	63 , 	19 , 	102 
District - Bilaspur,Total," 	615,895 "," 	519,704 "," 	89,139 "," 	4,451 ", 	854 , 	421 ," 	1,326 "
District - Bilaspur,Rural," 	475,742 "," 	386,751 "," 	82,551 "," 	4,359 ", 	687 , 	304 ," 	1,090 "
District - Bilaspur,Urban," 	140,153 "," 	132,953 "," 	6,588 ", 	92 , 	167 , 	117 , 	236 
District - Kabeerdham,Total," 	176,758 "," 	150,649 "," 	22,820 "," 	2,596 ", 	244 , 	104 , 	345 
District - Kabeerdham,Rural," 	158,483 "," 	133,312 "," 	22,014 "," 	2,589 ", 	212 , 	80 , 	276 
District - Kabeerdham,Urban," 	18,275 "," 	17,337 ", 	806 , 	7 , 	32 , 	24 , 	69 
District - Rajnandgaon,Total," 	315,535 "," 	275,501 "," 	37,514 "," 	1,106 ", 	515 , 	223 , 	676 
District - Rajnandgaon,Rural," 	256,900 "," 	219,917 "," 	34,728 "," 	1,085 ", 	435 , 	182 , 	553 
District - Rajnandgaon,Urban," 	58,635 "," 	55,584 "," 	2,786 ", 	21 , 	80 , 	41 , 	123 
District - Durg,Total," 	693,001 "," 	614,109 "," 	74,864 ", 	399 ," 	1,188 ", 	775 ," 	1,666 "
District - Durg,Rural," 	422,563 "," 	359,826 "," 	60,349 ", 	268 , 	700 , 	328 ," 	1,092 "
District - Durg,Urban," 	270,438 "," 	254,283 "," 	14,515 ", 	131 , 	488 , 	447 , 	574 
District - Raipur,Total," 	861,067 "," 	728,556 "," 	121,085 "," 	5,982 "," 	1,461 "," 	1,206 "," 	2,777 "
District - Raipur,Rural," 	561,916 "," 	441,964 "," 	110,340 "," 	5,810 "," 	1,068 ", 	910 ," 	1,824 "
District - Raipur,Urban," 	299,151 "," 	286,592 "," 	10,745 ", 	172 , 	393 , 	296 , 	953 
District - Mahasamund,Total," 	256,504 "," 	212,487 "," 	42,291 ", 	188 , 	431 , 	226 , 	881 
District - Mahasamund,Rural," 	230,027 "," 	187,949 "," 	40,474 ", 	177 , 	396 , 	212 , 	819 
District - Mahasamund,Urban," 	26,477 "," 	24,538 "," 	1,817 ", 	11 , 	35 , 	14 , 	62 
District - Dhamtari,Total," 	168,278 "," 	148,926 "," 	17,214 "," 	1,401 ", 	245 , 	123 , 	369 
District - Dhamtari,Rural," 	136,570 "," 	119,388 "," 	15,242 "," 	1,356 ", 	216 , 	93 , 	275 
